,critical_temp,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Cd,-0.036267356937268645,-0.0042280240111931084,-0.003969411483208851,-0.002728670560062682,-0.010334827926724716,-0.00714475794963341,-0.004891821110944465,-0.033157522958259994,-0.0062272720049347365,-0.003725186713857263,0.028904081893154007,-0.006035002602552268,-0.007816155718676469,-0.004693293597133152,-0.004607735680640751,-0.003699152427282515,-0.006275605984491671,-0.010526691431811404,-0.0027196073286188255,-0.006306894257056309,-0.007810443035886429,-0.0025867733066328915,-0.0021228756645055944,-0.013846320779077574,-0.00496519878735202,0.0008242899091798004,-0.026801325974950326,0.006588002319875527,-0.004758195224246541,-0.0019508925249944883,-0.007844911780920102,-0.005983977549967019,-0.0022021535579333463,-0.0032721152459103493,-0.011452974926823246,-0.012916727287711824,-0.00707221910290115,-0.011265357419557897,-0.004332074240204499,-0.002103795564325955,-0.006282181597970884,-0.006556965813131608,-0.003232555344302189,-0.0027104694649038993,1.0,-0.0020759633804348005,0.0043712269804081,-0.004802938817326121,-0.007038166155811995,-0.002075367755444002,-0.001843374689240253,-0.02235951318018485,-0.012483690961521271,-0.005471369977499422,-0.006778416786227152,-0.007820477931163491,-0.005174296077708658,-0.0032936814056029394,-0.00563684639794382,-0.001453727281959932,-0.002565245838342352,-0.004198184790724468,-0.0052645444878305645,-0.003694698302657225,-0.003579847583480175,-0.0049106386413754165,-0.003720826781966359,-0.005196328882166919,-0.004035445173537706,0.0014737330892679553,-0.004131622154497483,-0.006226857592660895,-0.00526081979781279,-0.003968764065522156,0.025516344371566125,0.007609098993044749,-0.00020564743632573075,-0.0029174426431202443
In,-0.11442613058523006,-0.011229902827409774,-0.010543011373737327,-0.00724752393941403,-0.02744996552714852,-0.022856729402487973,0.016218114296541866,-0.12062101572130912,-0.016540033668246544,-0.009488878600189212,-0.012549287074348678,-0.01545054523792998,-0.020687674087982378,-0.012465688675558648,-0.02015168786465016,-0.009825185995209118,-0.01661937923167427,-0.04145948801249064,-0.00566726994148734,-0.014993248455045075,-0.019038588066894475,-0.006870635737433871,-0.005714409304427948,-0.036779232507414404,0.14094740986421897,-0.02104070434203793,-0.10676197320334549,-0.005122893536375625,-0.013503769044401965,-0.013945448251610511,-0.031010137351605013,-0.018810405736158723,-0.005849061027362152,-0.008690947864624272,-0.0523412380119907,-0.027171669091891046,-0.017937978370910802,-0.025499557525437075,-0.019894396436472884,-0.005587815890726106,-0.013711039410107326,0.008930778909625865,-0.004022039447165302,0.010870691094823555,-0.0020759633804348005,1.0,0.012482503100562366,0.008879693557066833,0.04376457110214159,-0.005512309807860204,-0.004896121351220114,-0.07527093951456901,-0.005448986063906676,0.2565507842872387,-0.016484092875532735,-0.018393946571172493,-0.015360889966608024,-0.0133137251411359,-0.015588936115062613,-0.005612681670495791,-0.011453899800477844,-0.011150647944886188,-0.013982967663478762,-0.009813355554650018,-0.0030896403838709128,-0.009076147649843191,-0.007961586984719562,-0.013801782641605292,-0.010532426321777562,-0.012210568608991997,-0.010973853315815718,0.006512851811390368,-0.011406311555200839,0.02287932221809044,-0.0010560226841117017,0.006677686928678753,0.017374151772288998,-0.014245698502941297
Sn,-0.13718950580095002,-0.013948409938929252,-0.01347003398485807,-0.009259630888108826,-0.035015032056202676,-0.028851057493816716,-0.01660019297344021,-0.1550407061914,-0.02113199044600053,-0.012298277162234573,-0.022743821044148824,-0.012894937563282447,-0.025674544533936864,-0.009267232131857872,-0.014616880814413927,-0.01255292103664092,-0.02129600981008528,-0.04463471744939425,0.008767547096378425,-0.0201395237113867,-0.012431494284959797,-0.008778108417042576,-0.0073008825282846876,-0.04673218355755829,0.014109882380859407,-0.02397209917620222,-0.13202319158087103,-0.0066618791015125,-0.013946353685027462,-0.013330462361811232,-0.03225841984650247,-0.007518549492687073,-0.007472917179462769,-0.011081821634866273,-0.06384638591503383,-0.031743727680690434,-0.020613254026864536,0.05512144349935888,-0.021665364550558102,-0.007139143389017586,-0.014646721192880297,0.03600975330232025,0.035874387389166915,0.03116815050551059,0.0043712269804081,0.012482503100562366,1.0,0.0019680558767778385,0.1909610206315756,-0.0009810581897833942,-0.006255415901303816,-0.09382837045179558,-0.012514095557959572,-0.024913043695521452,-0.023205299244428015,-0.026538468978652235,-0.020029377864896947,-0.016275640503184037,-0.021124340801666527,0.006834110137214714,-0.013206274601993775,-0.0037294779545089685,0.027374738810738538,0.06105026544206305,0.029417717458155947,0.0023744913271825387,-0.012626472064394692,0.004096652280562099,-0.013681204693776589,-0.015600549815138936,0.0052942483495200116,-0.0028727837919599337,-0.012602405237573512,0.0025024407620827757,-0.014035103994083562,-0.012108131752140384,0.008497832025512903,-0.020967543324363576
Sb,-0.09349484420996977,-0.008591801171012705,-0.008616636540903508,-0.0059232867530638845,-0.022434422919895655,-0.019242695603779537,-0.01061896573696676,-0.09481362354180363,-0.013425026291706192,-0.005279772838009014,-0.014557675756755414,-0.00830016907722807,-0.016958121201682566,-0.010188010307651154,-0.015025854423598245,-0.00802996920579488,-0.0118784078450296,-0.034370340470366724,-0.005859512691266123,0.03730521426760033,-0.006109152741522968,-0.005614904614593487,-0.004631412740242293,-0.02845281931138102,-0.012868911228869047,-0.015515212644432399,-0.07968304784621374,-0.0043681453646431225,0.008452782936584313,-0.0029295374770657483,-0.024729718311504056,-0.014973242635746838,-0.004780345120738526,-0.0017032390403355557,-0.04014075470858765,-0.032551095347770904,-0.009306044879617732,-0.013583781030144224,0.00019569095732585102,-0.00456683360010185,0.0270114673723147,-0.010943395448078713,0.08153843115029828,0.003157550993010547,-0.004802938817326121,0.008879693557066833,0.0019680558767778385,1.0,0.0010556261557382151,-0.004505123672114529,-0.0040015225866771795,-0.042446186449785026,-0.010558257744126678,-0.016497641924497566,0.047989126781306055,-0.014285198451229903,-0.012845863508109758,-0.010881097105935678,-0.014805402139340507,-0.00458715600885304,-0.00936109125354051,-0.009113248305506078,-0.011428058440636463,-0.008020300373731736,0.005379093366366049,-0.010659814064487697,-0.008077019010870802,-0.007822474715015073,-0.008759979782446064,-0.009979504709964402,0.14179909113592068,-0.013638385251784107,0.006974035490485138,0.009056253144431788,-0.01319879704706183,-0.0024295905307410277,-0.002520774093068673,-0.01529157574487018
Te,-0.133303681671918,-0.013449358143946523,-0.012626710850517316,-0.008679909934759474,-0.03287512127998211,-0.0281980042003638,-0.015560898879251757,-0.14649474784781183,-0.019461814861148587,-0.011574325569342046,-0.021332635021050067,-0.019197362925680982,-0.02486321678662917,-0.014929382211509168,-0.0206941438200313,-0.011767015913786656,-0.01996272306692469,-0.05293382806951568,-0.00865107976602647,-0.020062251163813962,-0.024893152170955557,-0.008228534309646755,-0.0062845468295819554,0.08268223568021361,-0.018510668263791014,-0.025259605842561414,-0.12766892974520627,-0.007251503426206081,-0.016654792700479572,0.010563676956394104,-0.03566909591212105,0.02808482035851396,-0.00700505763689893,-0.008444730033613887,-0.06534929430106813,-0.04598708976476895,-0.014504773769705645,-0.028655869737427418,-0.01853356166720339,-0.00669218053903257,-0.019983640114810786,-0.010121893173744716,0.04897782408304652,0.0058392877839230275,-0.007038166155811995,0.04376457110214159,0.1909610206315756,0.0010556261557382151,1.0,-0.0034775396092343214,0.005638393679132013,-0.09049127706653685,-0.041713250605146725,-0.011674356558390398,-0.02081970538307799,-0.024876965758630746,-0.017896899875383378,-0.01594502289157485,-0.02010908945213878,-0.00672196074129967,-0.01371762542642233,0.00420271974387453,-0.016746533154530074,-0.011752847328849528,-0.009089321774998023,-0.015620757504814686,-0.011835962106592598,-0.00779407234476625,-0.012836764234426376,-0.013888899260596377,-0.013142703523957956,0.04057816222787985,-0.006834027793105795,0.03281168091883694,-0.019400998167212052,-0.010349427273865636,0.055190887099227044,-0.004507606444841369
I,-0.019470931102691273,-0.0039658575267233,0.009443775923608093,-0.0025594742721251596,-0.004385530847792927,0.03942691019538766,0.005046239736135714,-0.027762300415157523,-0.0058411384340179475,-0.003494199590279271,-0.006290425926473581,-0.005660791053165544,-0.007331500460949802,-0.004402277207517309,3.525284838744073e-05,0.00144760437346691,-0.00588647537536839,-0.0001676801750135173,-0.0025509730231860765,-0.005915823560459465,-0.00734032760853546,-0.002426375621537969,-0.0020180524710707746,-0.012988642761055791,-0.005023409490648066,-0.007584694219077662,-0.018095172462519037,-0.0022481728470291743,-0.004911054808735092,-0.005422424535280607,-0.011445013399549259,-0.004209565999832101,0.07558452530990176,-0.0030692216605073775,0.009102949325394225,0.08038101490407956,-0.0045609644937169985,-0.010566828001758944,0.0070508070475986005,-0.0019733458115139546,-0.005892643255714837,-0.0061503889650641776,-0.0058637665211101545,0.01987887313210218,-0.002075367755444002,-0.005512309807860204,-0.0009810581897833942,-0.004505123672114529,-0.0034775396092343214,1.0,0.07766168376894549,-0.026684723067125597,-0.013753909792671095,-0.005821844397022851,-0.006414226129612077,0.010688918081066943,-0.005550745476784955,-0.004701762595024779,-0.006413892138463753,-0.001982127200041319,-0.004044962403697503,-0.003937868542560728,-0.004938106625356349,-0.003465601669662536,-0.0034811598319045437,-0.004606145368467118,0.0018033727180514897,-0.004874120855062531,-0.0037852198977066107,-0.0043121811620097355,-0.003875433246264639,-0.0058931970746228125,-0.0049346128916644885,-0.003722673475689013,-0.0014878631343244158,-0.005698016342890418,-0.00584079595419183,0.013106159174063952
Cs,-0.019192625236665456,-0.003221615385236095,-0.0018754159200039344,-0.002273365806433467,-0.0086103631445492,0.023363856299751292,-0.004005738891041207,-0.021349453252598054,-0.004272257635232047,-0.0014799160474565692,-0.005587256478752949,-0.005028004757764054,-0.00651195545869666,-0.003910172719061894,0.01004565699221057,-0.0030819135017787045,-0.005094405176895527,-0.0014537987768437374,-0.0022658148617477917,-0.005254528691967705,-0.005428583636850922,0.027832238635188047,-0.0017924663409530218,0.038251797794586324,-0.004952983106552575,-0.0067368461866109215,-0.027882104609494043,-0.0019968629233928833,-0.0043620770864075675,-0.004816283820750745,0.026940739373380828,0.025863299586289495,-0.0018347031966362652,-0.0018295195142785017,-0.00726744933319021,-0.01294483770682154,-0.0058921517750996485,-0.006413650726722285,-0.0034819947194719364,-0.001752757174009913,-0.005233939576163602,-0.005462873419635055,-0.005208290800642184,-0.0022721137631141228,-0.001843374689240253,-0.004896121351220114,-0.006255415901303816,-0.0040015225866771795,0.005638393679132013,0.07766168376894549,1.0,-0.022400558883487597,-0.012691818162908678,-0.0063697179627111725,-0.005697217790620986,-0.006515556468739646,-0.00493026052442149,-0.0013856100352084607,-0.005696921134363863,-0.0017605569431382168,-0.003592800020308211,-0.0034976775474478317,-0.004386104940712852,-0.003078202590402796,-0.0030920215978608285,-0.00409125166608176,-0.003099971283298334,-0.0021305545875121173,0.007335871859217435,-0.0038301479767210845,0.007208388192061459,-0.0052344314869341504,-0.00438300175081368,-0.0033065378622133446,-0.004788082421433316,-0.004305640761865443,-0.0018062538511366842,0.013810039490980426
Ba,0.5477161873283211,-0.04770228116301363,-0.049777321339358964,-0.034277661392603326,-0.13192368111216232,-0.11068834782217844,-0.062340427358256366,0.340402274423068,-0.04307326668462412,-0.03878779810340348,-0.08427227231070554,-0.0722476154820523,-0.04641178035331529,-0.0417617880749136,-0.09666694744683228,-0.046462055662806284,0.00018864745445420212,-0.028680762385899117,-0.03369149788298103,-0.06874587764666339,-0.10017076836412192,-0.03272316228988346,-0.012317246525767255,-0.027552671754342336,-0.038165497417444086,-0.0854561600299099,0.5782780740166559,-0.0158524670239853,-0.06025398828211897,-0.053746391075759445,0.01455329353598123,-0.09698585802154466,-0.027874814146879874,-0.03683852691127898,-0.2303381889848664,0.22575089988252398,-0.09089474131889333,-0.1437706420677105,-0.10125454695267595,-0.027050242963751754,-0.07595877909047412,-0.0808441242438005,-0.07795209171181565,-0.030279630452273464,-0.02235951318018485,-0.07527093951456901,-0.09382837045179558,-0.042446186449785026,-0.09049127706653685,-0.026684723067125597,-0.022400558883487597,1.0,-0.15558314194080725,-0.09553167098029997,-0.03392184487728006,-0.03197322103057477,-0.03312225895728879,0.009027213269405475,0.08361396746095243,-0.020914093853469262,0.019311384508237703,-0.0015023400141290551,0.0415388074033496,0.0012389146281468338,0.024921068010243602,-0.04456768183430245,-0.04683402075403221,-0.06624345826500894,-0.050129280915416005,-0.058295912637758,-0.053123689872111045,-0.07947580346740152,-0.05849856092505485,-0.0476908822809507,0.11287310955773511,0.024358048219182058,-0.06712207563203264,-0.13684680629382504
La,-0.14887170687540013,-0.02017616397243025,-0.027176302678698996,-0.018787168326102395,-0.06153939150709085,-0.039509473093132984,-0.021068722689492378,0.07214445185444346,0.012921783738265814,-0.023285880704538315,-0.0438792201063402,0.01236698748728026,-0.01394225799021277,0.008754826858169766,-0.021674690364316088,-0.02520518430638078,-0.04218894790214467,-0.09063207718538425,-0.014209309782336,-0.043270837121321064,-0.053541325348214944,-0.01780470289751685,-0.010313856099003526,-0.024456461981762188,-0.02357260532499567,-0.02267184718570947,-0.04467802544869113,-0.007455672709251057,-0.02892209452115129,-0.0007767658975794466,-0.010932150448857491,-0.030281409879920763,-0.008932753909762904,-0.022423265194165206,-0.08272760194699705,-0.09009216767235716,-0.048664410747637554,-0.07734949543186743,-0.0530376152050078,-0.014484841801406016,0.005521129586141518,-0.0224962791795779,-0.027195807032568742,-0.006392890880482023,-0.012483690961521271,-0.005448986063906676,-0.012514095557959572,-0.010558257744126678,-0.041713250605146725,-0.013753909792671095,-0.012691818162908678,-0.15558314194080725,1.0,-0.036139594807683986,-0.019215727816001654,-0.030368382307815443,-0.03348391932763418,-0.028918104371695792,-0.040928134085945006,-0.007288439858355269,-0.026999213791811697,-0.02537925392964971,-0.028994573012905873,-0.02375213289779098,-0.021522904890658938,-0.021600641110607086,-0.02534055911571823,-0.03577724142145504,-0.027709946757849168,-0.03165246637778964,-0.016948091230302036,-0.029022900236997315,0.009613025754994132,-0.015256611131460327,-0.03987334530780531,-0.00617532699179151,-0.020556249078297055,-0.05562090514621483
Ce,-0.11046549318134696,0.020443363145163113,-0.013716165125613312,-0.009428827455547286,-0.03312296600501635,-0.030097900530406584,-0.01673156226372253,-0.07871531198117447,0.05433788147931572,-0.012872254818414475,-0.02317325136983544,-0.019089695769433118,0.07398043381974996,-0.008864817231612226,0.018061198519294764,-0.01278229423481306,-0.02168514106201949,-0.05411754888816897,-0.005150914779935231,-0.02161170570472665,-0.02617645084113526,-0.00890024830015951,-0.007150027376517581,0.0035989157889603244,0.204586357306631,-0.004904271775718605,-0.05993507289905719,-0.007657539054907067,-0.017554534247979994,0.0228428894711442,0.013213558342174846,-0.02676927430036398,-0.007609466027982915,-0.011306681913123387,-0.018388989790177765,-0.04652459679777655,-0.024437810348028433,-0.03772789573892558,-0.026384814734292526,-0.007269593357320696,0.22766929247340256,0.0062782613905269955,-0.002996356439580266,-0.009033346049210899,-0.005471369977499422,0.2565507842872387,-0.024913043695521452,-0.016497641924497566,-0.011674356558390398,-0.005821844397022851,-0.0063697179627111725,-0.09553167098029997,-0.036139594807683986,1.0,0.02643212204951252,0.03596208549777452,0.008189627785716956,0.027173377937353943,0.03492662527980318,0.003455300439500194,-0.00583100294821968,-0.009838278711108369,-0.01531122985762176,-0.012766903160058522,-0.009409005320852504,-0.016678171474924786,-0.01285718922342383,-0.017911729506820337,-0.012703418905812565,-0.015666159533313836,-0.010870191173537823,0.0034846618071832773,0.07669539871767914,-0.006116845413048015,-0.013634780811136707,-0.019930521281709822,-0.019002435473243973,-0.0037513705302166292
Pr,-0.04611444664625258,-0.010854956567737734,-0.01226804395896156,-0.008433353539187402,-0.027716670736669727,-0.025098251840590932,-0.015118885175371133,0.07792289816488883,0.0018225070563803092,-0.011513231760996072,-0.02072667278889974,-0.015364412912693361,-0.024156966933874674,0.0068607817823815665,-0.015430660027996465,-0.011432769008901413,-0.018758250602354,-0.03811795488441318,-0.008405342303198046,-0.01941347879833843,-0.02397736334248741,-0.00799479942351129,-0.006637829636245809,0.02822656572630169,-0.00776253937299326,-0.02005254546459412,0.024997360196260133,0.0013494974592480914,-0.01618170649472828,0.005845100352638094,0.039582604388145974,-0.01890083855557302,-0.006806076106592701,-0.010112948442213448,-0.028603749868585306,-0.03476626238214496,-0.02185772253868261,-0.03464790117949661,-0.023607963866999912,-0.0065020864107908855,-0.006564956569929827,-0.020265257248628127,-0.01932084908306741,-0.008428708917571703,-0.006778416786227152,-0.016484092875532735,-0.023205299244428015,0.047989126781306055,-0.02081970538307799,-0.006414226129612077,-0.005697217790620986,-0.03392184487728006,-0.019215727816001654,0.02643212204951252,1.0,-0.020725632636985864,-0.015917559788362984,-0.01003171387174754,0.006217449753141966,-0.0032326774105099648,-0.01179708771334915,-0.010077801014972432,-0.010692649735541248,-0.009249196408213036,-0.007021543382705442,-0.01266034310269543,-0.011499756756873477,-0.016060010765144968,-0.01247213069049921,-0.014076043263620493,0.007181031519498458,-0.019045788313089326,0.003673084684990135,-0.011251021001412358,-0.017766440778229153,-0.002475889464395775,-0.012436253801845255,-0.02503376582741172
Nd,-0.02333466127041413,-0.014944291769282345,-0.014030204937435562,-0.009644706104775335,-0.029240783889664695,-0.029575252674583226,-0.017145938175360798,0.10081791972494014,0.11689698982815566,-0.013166972798533374,-0.02370381683276136,-0.02133120329547609,-0.026488253066120012,-0.0033397009185827625,0.05478537125637172,-0.013074952513519153,-0.022181635348573838,-0.047238604821525206,-0.009612671382466511,-0.02229222627071374,-0.02748345170264041,-0.009143158821469861,-0.002189996524551224,0.006188871122372565,-0.019073787946528285,-0.025670096528501586,0.045630076246282195,-0.007777143951816503,-0.018430368658756694,-0.01940434367981206,0.014237061984457773,-0.02738217286105685,-0.007783689308145674,-0.011565555164339856,-0.03321762117423409,-0.05272549032291412,-0.024997328645793005,-0.03931134240031227,-0.027193436690432563,-0.007436035049229048,-0.019414975600117984,-0.01724293761897833,-0.022096062999717045,-0.009639394337604962,-0.007820477931163491,-0.018393946571172493,-0.026538468978652235,-0.014285198451229903,-0.024876965758630746,0.010688918081066943,-0.006515556468739646,-0.03197322103057477,-0.030368382307815443,0.03596208549777452,-0.020725632636985864,1.0,-0.012239230970331076,-0.01435594742130014,-0.010574323528974689,-0.0038906407907112533,-0.015242377707541114,-0.014838822638614768,-0.018607956967655725,-0.01305920905089637,-0.012936326669025389,-0.017357048218262915,-0.013151562267730682,-0.015486085360366119,-0.014263606340134216,-0.016249321366893405,-0.013325445557295396,-0.022206964305600565,-0.008790008756467918,-0.013547483767566261,-0.019611189312185254,-0.005709426454497791,-0.018692553358241094,0.00421457712834109
Sm,-0.007039463646941316,0.003275242409145942,-0.010616524602992457,-0.007298058731613528,-0.024453337104867783,-0.022904302121538822,-0.013083586672094376,0.0417103819979855,0.09400552572845977,-0.009963324932599368,-0.01793645607544327,-0.016141121644894896,-0.020904965342895255,0.005465980808219266,0.0032182379546510866,-0.009893694045224482,-0.016784635610315613,-0.03938533488129365,-0.007273818357432469,-0.016746000082456705,-0.020830843434655685,-0.006918542602197115,6.474788911327761e-05,0.11203584214458928,-0.010191118735065417,-0.00800688083316718,-0.01901818797954021,-0.0054570065994705985,-0.01400333139450875,-0.015461445796569289,0.12605242391858623,-0.018740475980652007,-0.005889844760680525,-0.008751547215243132,-0.03393671260846944,-0.04248236784987221,-0.018915244343230463,-0.029140251028246335,-0.02026506517882826,-0.005626778040727189,-0.01205045232639648,-0.010850609047876722,-0.016719883815809078,-0.007294039367175141,-0.005174296077708658,-0.015360889966608024,-0.020029377864896947,-0.012845863508109758,-0.017896899875383378,-0.005550745476784955,-0.00493026052442149,-0.03312225895728879,-0.03348391932763418,0.008189627785716956,-0.015917559788362984,-0.012239230970331076,1.0,-0.012641954484876294,0.0139281611450535,-0.005651817202057127,-0.011533764379208148,-0.011228398040151482,-0.01408046666741761,-0.009881781114580927,-0.009926143499101283,-0.013133915738672274,-0.009951663928346054,-0.01361582880243806,-0.010267456637754555,-0.012295709210448133,-0.011050370675609789,-0.01580394724692574,-0.013905378001240677,-0.010614793029982965,-0.00742297136096744,-0.014222041059092316,-0.0076993177811853775,-0.018884199776708126
Eu,0.007092641753461453,-0.008969661234025277,-0.008992734124865816,-0.006181825433014885,-0.023413637050333547,-0.020001012343047752,-0.01108246066783581,0.019047282248075198,0.02346307494323658,-0.005730305020008487,-0.015193086877349417,-0.01331652888873349,-0.013492466671832012,0.00662847009573245,0.007461126716896898,-0.008380460027039757,0.0002559857015203191,-0.029226001043888738,-0.006161292608177748,-0.013691693947805497,-0.01772888455699106,-0.005860356046795585,-0.004874144751790935,0.05904812394089031,-0.001779407635724459,-0.018171804470270746,0.043413461068947376,-0.004774286487692013,-0.010855925281732735,-0.013096627798081678,0.07188222412632779,-0.012455196088300898,-0.004988996865754616,-0.0010884019940045526,0.032941548663562116,-0.03613830786822474,-0.01602217012124484,-0.022472146381650293,-0.01012367473913777,-0.004766166028158527,-0.003031830455386275,-0.014854859586299396,-0.014162588547278648,-0.006178420827736853,-0.0032936814056029394,-0.0133137251411359,-0.016275640503184037,-0.010881097105935678,-0.01594502289157485,-0.004701762595024779,-0.0013856100352084607,0.009027213269405475,-0.028918104371695792,0.027173377937353943,-0.01003171387174754,-0.01435594742130014,-0.012641954484876294,1.0,-0.013751353725634222,-0.004787375466178337,-0.009769682678624683,-0.009511021920937472,-0.01164298544433997,-0.008370369171330326,-0.008407946358220866,-0.01112509193667134,-0.008429563454540498,-0.011337330308612045,-0.008116505897047412,-0.010415088547437544,-0.009360223725090473,-0.0125054040185177,-0.009394026221747854,-0.008991267394810914,-0.010442330535750893,-0.012342573184830619,-0.002584277066666184,-0.013706583348710786
Gd,0.06635734359496061,-0.0089660207863618,-0.012217907393188489,-0.008432914411319303,-0.02290418249970989,-0.023153201784180056,-0.015118097929368824,0.06111087724372974,-0.011006274364781306,-0.011512632262716734,-0.020725593543308683,-0.018431316238938615,-0.02415570907159371,-0.014504551700396346,-0.019275945607007215,-0.011432173700347683,-0.019394663804743025,-0.03748919693199059,-0.008404904633888186,-0.01907923669845798,-0.02387084761245792,-0.007994383131318865,-0.0009851909277611088,-0.0192233089354108,-0.017764083167180405,-0.007035933571329585,0.13982965143709283,-0.005782211149488412,-0.016047621775719993,-0.017865716606657433,-0.012902219492211146,-0.022413138140259352,-0.006805721711664844,-0.010112421857207359,0.07482903281837196,-0.044429639418090125,-0.021856584398914674,-0.03381381576925343,-0.018800496939736545,-0.006501747844722592,0.02499676489893453,-0.016350656245255422,-0.018887556772471545,-0.008428270031557055,-0.00563684639794382,-0.015588936115062613,-0.021124340801666527,-0.014805402139340507,-0.02010908945213878,-0.006413892138463753,-0.005696921134363863,0.08361396746095243,-0.040928134085945006,0.03492662527980318,0.006217449753141966,-0.010574323528974689,0.0139281611450535,-0.013751353725634222,1.0,-0.0065306806215357305,-0.012660115205767607,-0.01297442554671678,-0.013978451203090284,-0.011418408296672858,-0.011469669077845966,-0.012232113102273998,-0.010984534798248841,-0.016010901105976815,-0.011197518413372054,-0.01053432092264698,-0.012768714742878771,-0.018044713916719392,-0.01614751919047585,-0.012265404322931188,-0.003216323614709994,-0.01753719746223622,-0.015607938788165252,-0.029201805174446885
Tb,-0.011648349457025368,-0.0040380705410084355,-0.003791076761403529,-0.0026060789095671715,0.012904084426915714,0.007673347130323708,-0.00467204506589734,-0.01694979174158698,-0.001271961502364057,-0.0035578243380742914,-0.006404966253305718,-0.004827469574497209,0.0026440416795977246,-0.004482436846318428,0.002246913383868074,-0.003532959700268567,-0.005993660297547389,-0.009125587258969099,-0.0025974228641408915,-0.006023542874230291,-0.007473985254800267,-0.0024705567087908754,-0.002054798534423215,0.038769890529193336,-0.005677865294228484,0.03246456408066369,-0.021580448452861185,-0.002289109097720653,0.009536301213819924,-0.005521159706119743,0.04521425749120263,-0.007398888303716498,-0.002103216865732937,-0.0031251081229237755,-0.00506378290211299,-0.008423180835385059,-0.006754483783298491,-0.010759235947910352,0.0006021186731489129,-0.0020092778257927886,0.005803631283347258,-0.00626237940425766,-0.0059705379451209925,-0.0026046436263959666,-0.001453727281959932,-0.005612681670495791,0.006834110137214714,-0.00458715600885304,-0.00672196074129967,-0.001982127200041319,-0.0017605569431382168,-0.020914093853469262,-0.007288439858355269,0.003455300439500194,-0.0032326774105099648,-0.0038906407907112533,-0.005651817202057127,-0.004787375466178337,-0.0065306806215357305,1.0,0.0010678486087673236,-0.004009571914506341,0.02257960498108247,-0.0035287056871910077,-0.003544547142966953,-0.0032323815526591826,-0.0035536602859099127,-0.004962872141907492,-0.0038541437399549723,0.0015198564267164905,0.015442971321308431,-0.006000504390044192,-0.0048153549059831375,-0.0037904584304115493,-0.0058250065413308245,-0.004515979926294754,-0.004834902202781749,0.0003417505632527662
Dy,0.011083897333732802,-0.008240562725497625,-0.007736518104936738,-0.005318271809221377,0.08186592878729694,0.02761735257423038,-0.009534325869469592,-0.011962208324396418,-0.009452230789994093,-0.007260515715725829,-0.013070729109129167,-0.011762425512064634,-0.00014722125164658877,-0.009147388986905007,-0.0066293433659423175,-0.0072097740049518085,-0.012231369693935172,-0.027909147109638866,0.0032288188196177604,-0.01229235160226212,-0.015018939512833496,-0.005041709231907955,-0.004193264094627296,-0.008892422283255952,-0.011336802594607207,0.14400310334990576,0.013177342656231657,-0.00306788159832445,0.00014990950098684515,0.008951035618433805,-0.00482951461005212,-0.015099043601777077,-0.004292072248712666,-0.006377464001529415,-0.012812047373299195,-0.021286622747429432,-0.013783995779516342,-0.021956565098804642,-0.008748956729021328,-0.004100369170931766,-0.010771747788716132,0.002986199013094362,-0.008141696231988295,-0.005315342801200161,-0.002565245838342352,-0.011453899800477844,-0.013206274601993775,-0.00936109125354051,-0.01371762542642233,-0.004044962403697503,-0.003592800020308211,0.019311384508237703,-0.026999213791811697,-0.00583100294821968,-0.01179708771334915,-0.015242377707541114,-0.011533764379208148,-0.009769682678624683,-0.012660115205767607,0.0010678486087673236,1.0,0.033614962768081236,-0.010260776419029607,0.004742072632493096,-0.0072334207063748995,0.004038542984170973,-0.007252018060051128,-0.010127821881437758,-0.00662976125823558,-0.00896018051828957,0.00834823054532825,0.006112464322007713,-0.010141900364827318,-0.007735256265828021,-0.007623410640478184,-0.011285445603297287,-0.008852707534103615,-0.01687736220934696
